,sub,r2_actual_vs_model,r2_actual_vs_avg,r2_model_increase_from_avg,pmc_actual_vs_model,pmc_actual_vs_avg
457,2104.0,-0.4079896106624963,-0.23836223899884357,-0.16962737166365272,"PearsonRResult(statistic=0.09250102997946066, pvalue=0.7333130046433494)","PearsonRResult(statistic=nan, pvalue=nan)"
458,2105.0,-1.7753773216911206,-1.7753773216911206,0.0,"PearsonRResult(statistic=nan, pvalue=nan)","PearsonRResult(statistic=nan, pvalue=nan)"
459,2109.0,-0.05597256515775029,-0.05597256515775029,0.0,"PearsonRResult(statistic=nan, pvalue=nan)","PearsonRResult(statistic=nan, pvalue=nan)"
460,2110.0,-0.3721607791650381,-3.5856573564303567,3.2134965772653183,"PearsonRResult(statistic=0.20552539728235247, pvalue=0.4450922632248241)","PearsonRResult(statistic=nan, pvalue=nan)"
461,2111.0,-1.5955037260661125,-1.3389932089526457,-0.25651051711346673,"PearsonRResult(statistic=0.32938084524705724, pvalue=0.21284694699839538)","PearsonRResult(statistic=nan, pvalue=nan)"
462,2113.0,-1.4718358439116361,-3.018067375062005,1.5462315311503687,"PearsonRResult(statistic=0.13345178231456417, pvalue=0.6222107330623128)","PearsonRResult(statistic=nan, pvalue=nan)"
463,2114.0,-0.1956667443812763,-3.486531905140369,3.290865160759093,"PearsonRResult(statistic=-0.14313711595530365, pvalue=0.6571954727854832)","PearsonRResult(statistic=nan, pvalue=nan)"
464,2116.0,0.07270983578547108,-0.06858634137175446,0.14129617715722553,"PearsonRResult(statistic=0.399945907406893, pvalue=0.17571543482085628)","PearsonRResult(statistic=nan, pvalue=nan)"
465,2118.0,-0.7264242524194913,-0.037812499999999805,-0.6886117524194915,"PearsonRResult(statistic=-0.3033394336758865, pvalue=0.33782784060657955)","PearsonRResult(statistic=nan, pvalue=nan)"
466,2120.0,0.0807323539910697,-0.0930521257285053,0.173784479719575,"PearsonRResult(statistic=0.44064071998594007, pvalue=0.1148023381822099)","PearsonRResult(statistic=nan, pvalue=nan)"
467,2123.0,0.0,0.0,0.0,"PearsonRResult(statistic=nan, pvalue=nan)","PearsonRResult(statistic=nan, pvalue=nan)"
468,2127.0,-2.2062887100621156,-1.3394170168067223,-0.8668716932553933,"PearsonRResult(statistic=0.3498175949957831, pvalue=0.18411314506830478)","PearsonRResult(statistic=nan, pvalue=nan)"
469,2129.0,-0.7588886153780399,-0.3046296958078052,-0.4542589195702347,"PearsonRResult(statistic=-0.058491066306489925, pvalue=0.8643627009482349)","PearsonRResult(statistic=nan, pvalue=nan)"
470,2130.0,-1.0427672060584396,-0.7377198682215609,-0.30504733783687876,"PearsonRResult(statistic=-0.3483802668628079, pvalue=0.222203915985062)","PearsonRResult(statistic=nan, pvalue=nan)"
471,2131.0,-0.3400611388999315,-0.07482139204886051,-0.265239746851071,"PearsonRResult(statistic=-0.13056316213235783, pvalue=0.6298339096540919)","PearsonRResult(statistic=nan, pvalue=nan)"
472,2133.0,-0.800193552419838,-0.05894408554243702,-0.741249466877401,"PearsonRResult(statistic=-0.37452182689772007, pvalue=0.15294416618223278)","PearsonRResult(statistic=nan, pvalue=nan)"
473,2135.0,-0.4917897817644066,-0.3804531521267358,-0.11133662963767077,"PearsonRResult(statistic=0.22368826161119293, pvalue=0.5084880057409958)","PearsonRResult(statistic=nan, pvalue=nan)"
474,2136.0,-0.013985191120607698,-0.013985191120607698,0.0,"PearsonRResult(statistic=nan, pvalue=nan)","PearsonRResult(statistic=nan, pvalue=nan)"
475,2140.0,-0.3415158423853837,-0.3415158423853837,0.0,"PearsonRResult(statistic=nan, pvalue=nan)","PearsonRResult(statistic=nan, pvalue=nan)"
476,2142.0,-3.3403704862295984e+31,-6.505268036930539e+31,3.164897550700941e+31,"PearsonRResult(statistic=nan, pvalue=nan)","PearsonRResult(statistic=nan, pvalue=nan)"
477,2143.0,-0.39551187730174675,-0.004031070402298553,-0.3914808068994482,"PearsonRResult(statistic=-0.0041654013544367725, pvalue=0.9882453111125723)","PearsonRResult(statistic=nan, pvalue=nan)"
478,2144.0,-3.475246206274082e+31,-8.934812983303862e+31,5.45956677702978e+31,"PearsonRResult(statistic=nan, pvalue=nan)","PearsonRResult(statistic=nan, pvalue=nan)"
479,2149.0,0.0,0.0,0.0,"PearsonRResult(statistic=nan, pvalue=nan)","PearsonRResult(statistic=nan, pvalue=nan)"
480,2151.0,-3.4653971186545016,-0.0087528935185186,-3.456644225135983,"PearsonRResult(statistic=0.1301823488044919, pvalue=0.6437732651611002)","PearsonRResult(statistic=nan, pvalue=nan)"
481,2157.0,-0.987179873894372,-0.3209440001316477,-0.6662358737627243,"PearsonRResult(statistic=0.024316276085329633, pvalue=0.9434256523423232)","PearsonRResult(statistic=nan, pvalue=nan)"
482,2159.0,0.14922155289461492,-0.05454094927750153,0.20376250217211644,"PearsonRResult(statistic=0.5118998651295881, pvalue=0.1303921067613463)","PearsonRResult(statistic=nan, pvalue=nan)"
483,2162.0,-0.04019347009265117,-0.04019347009265117,0.0,"PearsonRResult(statistic=nan, pvalue=nan)","PearsonRResult(statistic=nan, pvalue=nan)"
484,2163.0,-0.10015515878814907,-0.00661375661375696,-0.09354140217439211,"PearsonRResult(statistic=0.09180634690455339, pvalue=0.744874027487426)","PearsonRResult(statistic=nan, pvalue=nan)"
485,2165.0,-3.7046647760149055e+31,-3.7046647760149055e+31,0.0,"PearsonRResult(statistic=nan, pvalue=nan)","PearsonRResult(statistic=nan, pvalue=nan)"
486,2167.0,-0.9847610995341076,-0.4683917676664997,-0.5163693318676079,"PearsonRResult(statistic=0.12960957409844595, pvalue=0.6452452552944189)","PearsonRResult(statistic=nan, pvalue=nan)"
487,2168.0,0.09266856859426242,-0.022650857217886955,0.11531942581214938,"PearsonRResult(statistic=0.3235967197938179, pvalue=0.2807916843837446)","PearsonRResult(statistic=nan, pvalue=nan)"
488,2169.0,-0.3895787679571463,-0.3895787679571463,0.0,"PearsonRResult(statistic=nan, pvalue=nan)","PearsonRResult(statistic=nan, pvalue=nan)"
489,2170.0,-0.24158244711584476,-0.24158244711584476,0.0,"PearsonRResult(statistic=nan, pvalue=nan)","PearsonRResult(statistic=nan, pvalue=nan)"
490,2172.0,-0.06363339441733995,-0.26276354053326045,0.1991301461159205,"PearsonRResult(statistic=0.2924949392012671, pvalue=0.3562289256294181)","PearsonRResult(statistic=nan, pvalue=nan)"
491,2173.0,-1.5151258576859892,-0.6122881355932199,-0.9028377220927692,"PearsonRResult(statistic=-0.5283141663118474, pvalue=0.052127767342583294)","PearsonRResult(statistic=nan, pvalue=nan)"
492,2177.0,-0.442470474087457,-0.442470474087457,0.0,"PearsonRResult(statistic=nan, pvalue=nan)","PearsonRResult(statistic=nan, pvalue=nan)"
493,2178.0,-7.675242336442643,-8.872082763991768,1.196840427549125,"PearsonRResult(statistic=0.20692856529892156, pvalue=0.4419218415219903)","PearsonRResult(statistic=nan, pvalue=nan)"
494,2179.0,-0.003487654320987854,-0.003487654320987854,0.0,"PearsonRResult(statistic=nan, pvalue=nan)","PearsonRResult(statistic=nan, pvalue=nan)"
495,2180.0,-3.945117708422483e+31,-3.945117708422483e+31,0.0,"PearsonRResult(statistic=nan, pvalue=nan)","PearsonRResult(statistic=nan, pvalue=nan)"
496,2182.0,-16.174070686954643,-5.81888525675508,-10.355185430199562,"PearsonRResult(statistic=-0.06166155541025152, pvalue=0.8205375313666823)","PearsonRResult(statistic=nan, pvalue=nan)"
497,2185.0,0.0,0.0,0.0,"PearsonRResult(statistic=nan, pvalue=nan)","PearsonRResult(statistic=nan, pvalue=nan)"
498,2186.0,-2.0549510787401575,-2.0549510787401575,0.0,"PearsonRResult(statistic=nan, pvalue=nan)","PearsonRResult(statistic=nan, pvalue=nan)"
499,2188.0,-0.2637242651188916,-0.18075308641975307,-0.0829711786991385,"PearsonRResult(statistic=0.3044981793626875, pvalue=0.2898251857341595)","PearsonRResult(statistic=nan, pvalue=nan)"
500,2191.0,-0.227312723795573,-0.227312723795573,0.0,"PearsonRResult(statistic=nan, pvalue=nan)","PearsonRResult(statistic=nan, pvalue=nan)"
